location_id,location_zip_code,location_city,location_state,,
16700,27163,california da barra,RJ,,27163|california da barra|RJ
16701,13274,valinhos,SP,,13274|valinhos|SP
16702,87920,santa cruz de monte castelo,PR,,87920|santa cruz de monte castelo|PR
16703,06386,carapicuiba,SP,,06386|carapicuiba|SP
16704,41810,salvador,BA,,41810|salvador|BA
16705,01317,sao paulo,SP,,01317|sao paulo|SP
16706,90040,porto alegre,RS,,90040|porto alegre|RS
16707,04081,sao paulo,SP,,04081|sao paulo|SP
16708,06786,taboao da serra,SP,,06786|taboao da serra|SP
16709,20050,rio de janeiro,RJ,,20050|rio de janeiro|RJ
16710,72255,brasilia,DF,,72255|brasilia|DF
16711,03360,sao paulo,SP,,03360|sao paulo|SP
16712,86140,primeiro de maio,PR,,86140|primeiro de maio|PR
16713,03888,sao paulo,SP,,03888|sao paulo|SP
16714,13568,sao carlos,SP,,13568|sao carlos|SP
16715,03127,sao paulo,SP,,03127|sao paulo|SP
16716,38742,patrocinio,MG,,38742|patrocinio|MG
16717,45602,itabuna,BA,,45602|itabuna|BA
16718,28895,rio das ostras,RJ,,28895|rio das ostras|RJ
16719,24355,niteroi,RJ,,24355|niteroi|RJ
16720,22260,rio de janeiro,RJ,,22260|rio de janeiro|RJ
16721,58073,joao pessoa,PB,,58073|joao pessoa|PB
16722,28400,sao fidelis,RJ,,28400|sao fidelis|RJ
16723,95760,sao sebastiao do cai,RS,,95760|sao sebastiao do cai|RS
16724,30110,belo horizonte,MG,,30110|belo horizonte|MG
16725,40080,salvador,BA,,40080|salvador|BA
16726,01456,sao paulo,SP,,01456|sao paulo|SP
16727,13348,indaiatuba,SP,,13348|indaiatuba|SP
16728,28615,nova friburgo,RJ,,28615|nova friburgo|RJ
16729,78050,cuiaba,MT,,78050|cuiaba|MT
16730,06786,taboao da serra,SP,,06786|taboao da serra|SP
16731,06823,embu das artes,SP,,06823|embu das artes|SP
16732,06693,itapevi,SP,,06693|itapevi|SP
16733,20261,rio de janeiro,RJ,,20261|rio de janeiro|RJ
16734,13236,campo limpo paulista,SP,,13236|campo limpo paulista|SP
16735,06654,itapevi,SP,,06654|itapevi|SP
16736,28944,sao pedro da aldeia,RJ,,28944|sao pedro da aldeia|RJ
16737,13902,amparo,SP,,13902|amparo|SP
16738,21231,rio de janeiro,RJ,,21231|rio de janeiro|RJ
16739,78721,rondonopolis,MT,,78721|rondonopolis|MT
16740,06246,osasco,SP,,06246|osasco|SP
16741,07134,guarulhos,SP,,07134|guarulhos|SP
16742,21350,rio de janeiro,RJ,,21350|rio de janeiro|RJ
16743,74085,goiania,GO,,74085|goiania|GO
16744,88303,itajai,SC,,88303|itajai|SC
16745,13140,paulinia,SP,,13140|paulinia|SP
16746,13350,elias fausto,SP,,13350|elias fausto|SP
16747,01527,sao paulo,SP,,01527|sao paulo|SP
16748,22031,rio de janeiro,RJ,,22031|rio de janeiro|RJ
16749,04367,sao paulo,SP,,04367|sao paulo|SP
16750,01017,sao paulo,SP,,01017|sao paulo|SP
16751,01405,sao paulo,SP,,01405|sao paulo|SP
16752,30720,belo horizonte,MG,,30720|belo horizonte|MG
16753,42800,camacari,BA,,42800|camacari|BA
16754,93415,novo hamburgo,RS,,93415|novo hamburgo|RS
16755,41720,salvador,BA,,41720|salvador|BA
16756,22753,rio de janeiro,RJ,,22753|rio de janeiro|RJ
16757,35930,joao monlevade,MG,,35930|joao monlevade|MG
16758,30110,belo horizonte,MG,,30110|belo horizonte|MG
16759,05028,sao paulo,SP,,05028|sao paulo|SP
16760,18540,porto feliz,SP,,18540|porto feliz|SP
16761,41750,salvador,BA,,41750|salvador|BA
16762,95650,igrejinha,RS,,95650|igrejinha|RS
16763,22430,rio de janeiro,RJ,,22430|rio de janeiro|RJ
16764,13173,sumare,SP,,13173|sumare|SP
16765,13214,jundiai,SP,,13214|jundiai|SP
16766,21030,rio de janeiro,RJ,,21030|rio de janeiro|RJ
16767,25651,petropolis,RJ,,25651|petropolis|RJ
16768,03132,sao paulo,SP,,03132|sao paulo|SP
16769,02222,sao paulo,SP,,02222|sao paulo|SP
16770,88780,imbituba,SC,,88780|imbituba|SC
16771,50020,recife,PE,,50020|recife|PE
16772,55375,calcado,PE,,55375|calcado|PE
16773,54410,jaboatao dos guararapes,PE,,54410|jaboatao dos guararapes|PE
16774,41610,salvador,BA,,41610|salvador|BA
16775,49200,estancia,SE,,49200|estancia|SE
16776,11025,santos,SP,,11025|santos|SP
16777,89055,blumenau,SC,,89055|blumenau|SC
16778,38440,araguari,MG,,38440|araguari|MG
16779,06706,cotia,SP,,06706|cotia|SP
16780,13040,campinas,SP,,13040|campinas|SP
16781,06436,barueri,SP,,06436|barueri|SP
16782,07172,guarulhos,SP,,07172|guarulhos|SP
16783,13070,campinas,SP,,13070|campinas|SP
16784,13477,americana,SP,,13477|americana|SP
16785,36204,barbacena,MG,,36204|barbacena|MG
16786,24220,niteroi,RJ,,24220|niteroi|RJ
16787,01222,sao paulo,SP,,01222|sao paulo|SP
16788,35430,ponte nova,MG,,35430|ponte nova|MG
16789,27211,volta redonda,RJ,,27211|volta redonda|RJ
16790,75803,jatai,GO,,75803|jatai|GO
16791,13272,valinhos,SP,,13272|valinhos|SP
16792,44001,feira de santana,BA,,44001|feira de santana|BA
16793,15505,votuporanga,SP,,15505|votuporanga|SP
16794,50761,recife,PE,,50761|recife|PE
16795,38067,uberaba,MG,,38067|uberaba|MG
16796,68638,rondon do para,PA,,68638|rondon do para|PA
16797,31744,belo horizonte,MG,,31744|belo horizonte|MG
16798,08576,itaquaquecetuba,SP,,08576|itaquaquecetuba|SP
16799,03227,sao paulo,SP,,03227|sao paulo|SP
16800,14015,ribeirao preto,SP,,14015|ribeirao preto|SP
16801,04617,sao paulo,SP,,04617|sao paulo|SP
16802,12236,sao jose dos campos,SP,,12236|sao jose dos campos|SP
16803,01220,sao paulo,SP,,01220|sao paulo|SP
16804,36860,patrocinio do muriae,MG,,36860|patrocinio do muriae|MG
16805,13024,campinas,SP,,13024|campinas|SP
16806,58058,joao pessoa,PB,,58058|joao pessoa|PB
16807,26010,nova iguacu,RJ,,26010|nova iguacu|RJ
16808,21555,rio de janeiro,RJ,,21555|rio de janeiro|RJ
16809,13880,vargem grande do sul,SP,,13880|vargem grande do sul|SP
16810,88220,itapema,SC,,88220|itapema|SC
16811,01306,sao paulo,SP,,01306|sao paulo|SP
16812,65760,presidente dutra,MA,,65760|presidente dutra|MA
16813,95520,osorio,RS,,95520|osorio|RS
16814,88054,florianopolis,SC,,88054|florianopolis|SC
16815,13274,valinhos,SP,,13274|valinhos|SP
16816,81030,curitiba,PR,,81030|curitiba|PR
16817,20961,rio de janeiro,RJ,,20961|rio de janeiro|RJ
16818,01315,sao paulo,SP,,01315|sao paulo|SP
16819,08344,sao paulo,SP,,08344|sao paulo|SP
16820,01303,sao paulo,SP,,01303|sao paulo|SP
16821,89239,joinville,SC,,89239|joinville|SC
16822,17017,bauru,SP,,17017|bauru|SP
16823,93950,dois irmaos,RS,,93950|dois irmaos|RS
16824,22081,rio de janeiro,RJ,,22081|rio de janeiro|RJ
16825,05060,sao paulo,SP,,05060|sao paulo|SP
16826,06765,taboao da serra,SP,,06765|taboao da serra|SP
16827,13304,itu,SP,,13304|itu|SP
16828,52121,recife,PE,,52121|recife|PE
16829,57073,maceio,AL,,57073|maceio|AL
16830,28300,itaperuna,RJ,,28300|itaperuna|RJ
16831,99025,passo fundo,RS,,99025|passo fundo|RS
16832,25963,teresopolis,RJ,,25963|teresopolis|RJ
16833,37551,pouso alegre,MG,,37551|pouso alegre|MG
16834,28470,santo antonio de padua,RJ,,28470|santo antonio de padua|RJ
16835,88302,itajai,SC,,88302|itajai|SC
16836,06465,barueri,SP,,06465|barueri|SP
16837,30840,belo horizonte,MG,,30840|belo horizonte|MG
16838,04180,sao paulo,SP,,04180|sao paulo|SP
16839,08710,mogi das cruzes,SP,,08710|mogi das cruzes|SP
16840,22470,rio de janeiro,RJ,,22470|rio de janeiro|RJ
16841,26270,nova iguacu,RJ,,26270|nova iguacu|RJ
16842,22795,rio de janeiro,RJ,,22795|rio de janeiro|RJ
16843,02271,sao paulo,SP,,02271|sao paulo|SP
16844,23898,seropedica,RJ,,23898|seropedica|RJ
16845,85935,assis chateaubriand,PR,,85935|assis chateaubriand|PR
16846,22743,rio de janeiro,RJ,,22743|rio de janeiro|RJ
16847,94155,gravatai,RS,,94155|gravatai|RS
16848,05305,sao paulo,SP,,05305|sao paulo|SP
16849,02998,sao paulo,SP,,02998|sao paulo|SP
16850,65800,balsas,MA,,65800|balsas|MA
16851,84240,pirai do sul,PR,,84240|pirai do sul|PR
16852,22061,rio de janeiro,RJ,,22061|rio de janeiro|RJ
16853,21931,rio de janeiro,RJ,,21931|rio de janeiro|RJ
16854,30285,belo horizonte,MG,,30285|belo horizonte|MG
16855,98040,cruz alta,RS,,98040|cruz alta|RS
16856,28907,cabo frio,RJ,,28907|cabo frio|RJ
16857,50870,recife,PE,,50870|recife|PE
16858,04459,sao paulo,SP,,04459|sao paulo|SP
16859,45052,vitoria da conquista,BA,,45052|vitoria da conquista|BA
16860,66610,belem,PA,,66610|belem|PA
16861,76420,niquelandia,GO,,76420|niquelandia|GO
16862,65073,sao luis,MA,,65073|sao luis|MA
16863,24342,niteroi,RJ,,24342|niteroi|RJ
16864,17022,bauru,SP,,17022|bauru|SP
16865,13469,americana,SP,,13469|americana|SP
16866,22281,rio de janeiro,RJ,,22281|rio de janeiro|RJ
16867,01302,sao paulo,SP,,01302|sao paulo|SP
16868,88780,imbituba,SC,,88780|imbituba|SC
16869,14095,ribeirao preto,SP,,14095|ribeirao preto|SP
16870,09371,maua,SP,,09371|maua|SP
16871,09854,sao bernardo do campo,SP,,09854|sao bernardo do campo|SP
16872,49032,aracaju,SE,,49032|aracaju|SE
16873,23071,rio de janeiro,RJ,,23071|rio de janeiro|RJ
16874,84165,castro,PR,,84165|castro|PR
16875,05001,sao paulo,SP,,05001|sao paulo|SP
16876,22793,rio de janeiro,RJ,,22793|rio de janeiro|RJ
16877,72306,brasilia,DF,,72306|brasilia|DF
16878,12606,lorena,SP,,12606|lorena|SP
16879,85555,palmas,PR,,85555|palmas|PR
16880,11680,ubatuba,SP,,11680|ubatuba|SP
16881,23063,rio de janeiro,RJ,,23063|rio de janeiro|RJ
16882,95680,canela,RS,,95680|canela|RS
16883,05372,sao paulo,SP,,05372|sao paulo|SP
16884,03357,sao paulo,SP,,03357|sao paulo|SP
16885,03558,sao paulo,SP,,03558|sao paulo|SP
16886,95660,tres coroas,RS,,95660|tres coroas|RS
16887,09691,sao bernardo do campo,SP,,09691|sao bernardo do campo|SP
16888,73760,sao joao d'alianca,GO,,73760|sao joao d'alianca|GO
16889,72250,brasilia,DF,,72250|brasilia|DF
16890,57052,maceio,AL,,57052|maceio|AL
16891,03275,sao paulo,SP,,03275|sao paulo|SP
16892,29121,vila velha,ES,,29121|vila velha|ES
16893,21321,rio de janeiro,RJ,,21321|rio de janeiro|RJ
16894,31814,belo horizonte,MG,,31814|belo horizonte|MG
16895,08696,suzano,SP,,08696|suzano|SP
16896,13420,piracicaba,SP,,13420|piracicaba|SP
16897,13973,itapira,SP,,13973|itapira|SP
16898,04052,sao paulo,SP,,04052|sao paulo|SP
16899,95032,caxias do sul,RS,,95032|caxias do sul|RS
16900,91240,porto alegre,RS,,91240|porto alegre|RS
16901,39855,ouro verde de minas,MG,,39855|ouro verde de minas|MG
16902,94475,viamao,RS,,94475|viamao|RS
16903,01539,sao paulo,SP,,01539|sao paulo|SP
16904,06364,carapicuiba,SP,,06364|carapicuiba|SP
16905,18085,sorocaba,SP,,18085|sorocaba|SP
16906,88708,tubarao,SC,,88708|tubarao|SC
16907,66810,belem,PA,,66810|belem|PA
16908,60442,fortaleza,CE,,60442|fortaleza|CE
16909,94515,viamao,RS,,94515|viamao|RS
16910,35450,itabirito,MG,,35450|itabirito|MG
16911,04866,sao paulo,SP,,04866|sao paulo|SP
16912,75400,inhumas,GO,,75400|inhumas|GO
16913,13331,indaiatuba,SP,,13331|indaiatuba|SP
16914,17064,bauru,SP,,17064|bauru|SP
16915,66635,belem,PA,,66635|belem|PA
16916,75095,anapolis,GO,,75095|anapolis|GO
16917,58013,joao pessoa,PB,,58013|joao pessoa|PB
16918,22450,rio de janeiro,RJ,,22450|rio de janeiro|RJ
16919,65073,sao luis,MA,,65073|sao luis|MA
16920,72705,brasilia,DF,,72705|brasilia|DF
16921,39880,aguas formosas,MG,,39880|aguas formosas|MG
16922,13278,valinhos,SP,,13278|valinhos|SP
16923,32050,contagem,MG,,32050|contagem|MG
16924,35790,curvelo,MG,,35790|curvelo|MG
16925,11677,caraguatatuba,SP,,11677|caraguatatuba|SP
16926,28930,arraial do cabo,RJ,,28930|arraial do cabo|RJ
16927,06020,osasco,SP,,06020|osasco|SP
16928,22723,rio de janeiro,RJ,,22723|rio de janeiro|RJ
16929,86602,rolandia,PR,,86602|rolandia|PR
16930,13170,sumare,SP,,13170|sumare|SP
16931,55485,jurema,PE,,55485|jurema|PE
16932,29164,serra,ES,,29164|serra|ES
16933,39795,sao sebastiao do maranhao,MG,,39795|sao sebastiao do maranhao|MG
16934,13214,jundiai,SP,,13214|jundiai|SP
16935,29055,vitoria,ES,,29055|vitoria|ES
16936,06775,taboao da serra,SP,,06775|taboao da serra|SP
16937,13051,campinas,SP,,13051|campinas|SP
16938,21745,rio de janeiro,RJ,,21745|rio de janeiro|RJ
16939,72876,valparaiso de goias,GO,,72876|valparaiso de goias|GO
16940,59091,natal,RN,,59091|natal|RN
16941,03348,sao paulo,SP,,03348|sao paulo|SP
16942,19280,teodoro sampaio,SP,,19280|teodoro sampaio|SP
16943,52070,recife,PE,,52070|recife|PE
16944,22471,rio de janeiro,RJ,,22471|rio de janeiro|RJ
16945,01306,sao paulo,SP,,01306|sao paulo|SP
16946,13010,campinas,SP,,13010|campinas|SP
16947,22793,rio de janeiro,RJ,,22793|rio de janeiro|RJ
16948,09360,maua,SP,,09360|maua|SP
16949,09930,diadema,SP,,09930|diadema|SP
16950,36800,carangola,MG,,36800|carangola|MG
16951,04235,sao paulo,SP,,04235|sao paulo|SP
16952,36021,juiz de fora,MG,,36021|juiz de fora|MG
16953,16200,birigui,SP,,16200|birigui|SP
16954,07232,guarulhos,SP,,07232|guarulhos|SP
16955,95190,sao marcos,RS,,95190|sao marcos|RS
16956,85862,foz do iguacu,PR,,85862|foz do iguacu|PR
16957,65073,sao luis,MA,,65073|sao luis|MA
16958,06080,osasco,SP,,06080|osasco|SP
16959,22241,rio de janeiro,RJ,,22241|rio de janeiro|RJ
16960,81810,curitiba,PR,,81810|curitiba|PR
16961,44190,santo estevao,BA,,44190|santo estevao|BA
16962,13905,amparo,SP,,13905|amparo|SP
16963,36400,conselheiro lafaiete,MG,,36400|conselheiro lafaiete|MG
16964,09230,santo andre,SP,,09230|santo andre|SP
16965,70773,brasilia,DF,,70773|brasilia|DF
16966,85950,palotina,PR,,85950|palotina|PR
16967,21330,rio de janeiro,RJ,,21330|rio de janeiro|RJ
16968,29645,santa maria de jetiba,ES,,29645|santa maria de jetiba|ES
16969,89809,chapeco,SC,,89809|chapeco|SC
16970,21730,rio de janeiro,RJ,,21730|rio de janeiro|RJ
16971,25887,jamapara,RJ,,25887|jamapara|RJ
16972,04911,sao paulo,SP,,04911|sao paulo|SP
16973,05711,sao paulo,SP,,05711|sao paulo|SP
16974,16370,promissao,SP,,16370|promissao|SP
16975,19360,santo anastacio,SP,,19360|santo anastacio|SP
16976,17905,jamaica,SP,,17905|jamaica|SP
16977,25525,sao joao de meriti,RJ,,25525|sao joao de meriti|RJ
16978,58103,cabedelo,PB,,58103|cabedelo|PB
16979,02552,sao paulo,SP,,02552|sao paulo|SP
16980,13313,itu,SP,,13313|itu|SP
16981,26070,nova iguacu,RJ,,26070|nova iguacu|RJ
16982,22780,rio de janeiro,RJ,,22780|rio de janeiro|RJ
16983,05386,sao paulo,SP,,05386|sao paulo|SP
16984,03559,sao paulo,SP,,03559|sao paulo|SP
16985,32015,contagem,MG,,32015|contagem|MG
16986,27945,macae,RJ,,27945|macae|RJ
16987,05054,sao paulo,SP,,05054|sao paulo|SP
16988,03935,sao paulo,SP,,03935|sao paulo|SP
16989,22710,rio de janeiro,RJ,,22710|rio de janeiro|RJ
16990,11030,santos,SP,,11030|santos|SP
16991,15505,votuporanga,SP,,15505|votuporanga|SP
16992,21860,rio de janeiro,RJ,,21860|rio de janeiro|RJ
16993,83823,fazenda rio grande,PR,,83823|fazenda rio grande|PR
16994,91170,porto alegre,RS,,91170|porto alegre|RS
16995,09310,maua,SP,,09310|maua|SP
16996,31330,belo horizonte,MG,,31330|belo horizonte|MG
16997,08032,sao paulo,SP,,08032|sao paulo|SP
16998,65415,coroata,MA,,65415|coroata|MA
16999,13252,itatiba,SP,,13252|itatiba|SP
17000,32242,contagem,MG,,32242|contagem|MG
17001,05477,sao paulo,SP,,05477|sao paulo|SP
17002,21235,rio de janeiro,RJ,,21235|rio de janeiro|RJ
17003,20780,rio de janeiro,RJ,,20780|rio de janeiro|RJ
17004,23950,angra dos reis,RJ,,23950|angra dos reis|RJ
17005,30170,belo horizonte,MG,,30170|belo horizonte|MG
17006,11055,santos,SP,,11055|santos|SP
17007,99700,erechim,RS,,99700|erechim|RS
17008,18570,conchas,SP,,18570|conchas|SP
17009,82820,curitiba,PR,,82820|curitiba|PR
17010,35545,perdigao,MG,,35545|perdigao|MG
17011,01424,sao paulo,SP,,01424|sao paulo|SP
17012,13974,itapira,SP,,13974|itapira|SP
17013,22775,rio de janeiro,RJ,,22775|rio de janeiro|RJ
17014,53150,olinda,PE,,53150|olinda|PE
17015,22040,rio de janeiro,RJ,,22040|rio de janeiro|RJ
17016,33115,santa luzia,MG,,33115|santa luzia|MG
17017,09770,sao bernardo do campo,SP,,09770|sao bernardo do campo|SP
17018,12286,cacapava,SP,,12286|cacapava|SP
17019,32113,contagem,MG,,32113|contagem|MG
17020,39330,brasilia de minas,MG,,39330|brasilia de minas|MG
17021,29400,mimoso do sul,ES,,29400|mimoso do sul|ES
17022,05358,sao paulo,SP,,05358|sao paulo|SP
17023,88133,palhoca,SC,,88133|palhoca|SC
17024,06710,cotia,SP,,06710|cotia|SP
17025,65075,sao luis,MA,,65075|sao luis|MA
17026,22245,rio de janeiro,RJ,,22245|rio de janeiro|RJ
17027,37190,tres pontas,MG,,37190|tres pontas|MG
17028,11045,santos,SP,,11045|santos|SP
17029,41750,salvador,BA,,41750|salvador|BA
17030,03881,sao paulo,SP,,03881|sao paulo|SP
17031,26113,belford roxo,RJ,,26113|belford roxo|RJ
17032,13273,valinhos,SP,,13273|valinhos|SP
17033,88020,florianopolis,SC,,88020|florianopolis|SC
17034,26120,belford roxo,RJ,,26120|belford roxo|RJ
17035,79150,maracaju,MS,,79150|maracaju|MS
17036,17250,bariri,SP,,17250|bariri|SP
17037,05083,sao paulo,SP,,05083|sao paulo|SP
17038,91570,porto alegre,RS,,91570|porto alegre|RS
17039,81590,curitiba,PR,,81590|curitiba|PR
17040,74922,aparecida de goiania,GO,,74922|aparecida de goiania|GO
17041,17607,tupa,SP,,17607|tupa|SP
17042,90450,porto alegre,RS,,90450|porto alegre|RS
17043,28030,campos dos goytacazes,RJ,,28030|campos dos goytacazes|RJ
17044,02516,sao paulo,SP,,02516|sao paulo|SP
17045,01303,sao paulo,SP,,01303|sao paulo|SP
17046,89202,joinville,SC,,89202|joinville|SC
17047,13520,sao pedro,SP,,13520|sao pedro|SP
17048,23052,rio de janeiro,RJ,,23052|rio de janeiro|RJ
17049,12220,sao jose dos campos,SP,,12220|sao jose dos campos|SP
17050,14882,jaboticabal,SP,,14882|jaboticabal|SP
17051,12917,braganca paulista,SP,,12917|braganca paulista|SP
17052,38600,paracatu,MG,,38600|paracatu|MG
17053,36045,juiz de fora,MG,,36045|juiz de fora|MG
17054,09530,sao caetano do sul,SP,,09530|sao caetano do sul|SP
17055,02611,sao paulo,SP,,02611|sao paulo|SP
17056,89694,faxinal dos guedes,SC,,89694|faxinal dos guedes|SC
17057,38414,uberlandia,MG,,38414|uberlandia|MG
17058,62880,horizonte,CE,,62880|horizonte|CE
17059,70673,brasilia,DF,,70673|brasilia|DF
17060,19010,presidente prudente,SP,,19010|presidente prudente|SP
17061,03946,sao paulo,SP,,03946|sao paulo|SP
17062,88301,itajai,SC,,88301|itajai|SC
17063,04144,sao paulo,SP,,04144|sao paulo|SP
17064,59820,riacho da cruz,RN,,59820|riacho da cruz|RN
17065,14660,sales oliveira,SP,,14660|sales oliveira|SP
17066,29104,vila velha,ES,,29104|vila velha|ES
17067,09811,sao bernardo do campo,SP,,09811|sao bernardo do campo|SP
17068,88032,florianopolis,SC,,88032|florianopolis|SC
17069,07240,guarulhos,SP,,07240|guarulhos|SP
17070,02306,sao paulo,SP,,02306|sao paulo|SP
17071,85640,ampere,PR,,85640|ampere|PR
17072,39740,guanhaes,MG,,39740|guanhaes|MG
17073,74565,goiania,GO,,74565|goiania|GO
17074,03073,sao paulo,SP,,03073|sao paulo|SP
17075,06600,jandira,SP,,06600|jandira|SP
17076,12606,lorena,SP,,12606|lorena|SP
17077,37270,campo belo,MG,,37270|campo belo|MG
17078,31310,belo horizonte,MG,,31310|belo horizonte|MG
17079,13347,indaiatuba,SP,,13347|indaiatuba|SP
17080,78556,sinop,MT,,78556|sinop|MT
17081,05549,sao paulo,SP,,05549|sao paulo|SP
17082,03735,sao paulo,SP,,03735|sao paulo|SP
17083,89208,joinville,SC,,89208|joinville|SC
17084,42835,arembepe,BA,,42835|arembepe|BA
17085,08121,sao paulo,SP,,08121|sao paulo|SP
17086,11325,sao vicente,SP,,11325|sao vicente|SP
17087,88117,sao jose,SC,,88117|sao jose|SC
17088,36345,lagoa dourada,MG,,36345|lagoa dourada|MG
17089,09260,santo andre,SP,,09260|santo andre|SP
17090,39205,tres marias,MG,,39205|tres marias|MG
17091,26020,nova iguacu,RJ,,26020|nova iguacu|RJ
17092,17012,bauru,SP,,17012|bauru|SP
17093,04880,sao paulo,SP,,04880|sao paulo|SP
17094,36960,pocrane,MG,,36960|pocrane|MG
17095,65085,sao luis,MA,,65085|sao luis|MA
17096,06540,santana de parnaiba,SP,,06540|santana de parnaiba|SP
17097,20560,rio de janeiro,RJ,,20560|rio de janeiro|RJ
17098,04660,sao paulo,SP,,04660|sao paulo|SP
17099,35930,joao monlevade,MG,,35930|joao monlevade|MG
17100,37815,santa cruz do prata,MG,,37815|santa cruz do prata|MG
17101,24461,sao goncalo,RJ,,24461|sao goncalo|RJ
17102,30210,belo horizonte,MG,,30210|belo horizonte|MG
17103,20251,rio de janeiro,RJ,,20251|rio de janeiro|RJ
17104,27916,macae,RJ,,27916|macae|RJ
17105,94820,alvorada,RS,,94820|alvorada|RS
17106,05729,sao paulo,SP,,05729|sao paulo|SP
17107,11450,guaruja,SP,,11450|guaruja|SP
17108,17520,marilia,SP,,17520|marilia|SP
17109,30150,belo horizonte,MG,,30150|belo horizonte|MG
17110,09181,santo andre,SP,,09181|santo andre|SP
17111,99070,passo fundo,RS,,99070|passo fundo|RS
17112,85155,inacio martins,PR,,85155|inacio martins|PR
17113,91120,porto alegre,RS,,91120|porto alegre|RS
17114,31110,belo horizonte,MG,,31110|belo horizonte|MG
17115,12031,taubate,SP,,12031|taubate|SP
17116,89223,joinville,SC,,89223|joinville|SC
17117,38405,uberlandia,MG,,38405|uberlandia|MG
17118,18016,sorocaba,SP,,18016|sorocaba|SP
17119,02405,sao paulo,SP,,02405|sao paulo|SP
17120,22241,rio de janeiro,RJ,,22241|rio de janeiro|RJ
17121,62320,tiangua,CE,,62320|tiangua|CE
17122,18208,itapetininga,SP,,18208|itapetininga|SP
17123,60831,fortaleza,CE,,60831|fortaleza|CE
17124,45836,itamaraju,BA,,45836|itamaraju|BA
17125,40170,salvador,BA,,40170|salvador|BA
17126,89218,joinville,SC,,89218|joinville|SC
17127,38200,frutal,MG,,38200|frutal|MG
17128,01419,sao paulo,SP,,01419|sao paulo|SP
17129,14270,santa rosa de viterbo,SP,,14270|santa rosa de viterbo|SP
17130,86020,londrina,PR,,86020|londrina|PR
17131,11075,santos,SP,,11075|santos|SP
17132,35702,sete lagoas,MG,,35702|sete lagoas|MG
17133,04531,sao paulo,SP,,04531|sao paulo|SP
17134,39270,pirapora,MG,,39270|pirapora|MG
17135,08380,sao paulo,SP,,08380|sao paulo|SP
17136,59054,natal,RN,,59054|natal|RN
17137,15880,tabapua,SP,,15880|tabapua|SP
17138,07724,caieiras,SP,,07724|caieiras|SP
17139,38706,patos de minas,MG,,38706|patos de minas|MG
17140,35650,pitangui,MG,,35650|pitangui|MG
17141,16202,birigui,SP,,16202|birigui|SP
17142,09910,diadema,SP,,09910|diadema|SP
17143,80210,curitiba,PR,,80210|curitiba|PR
17144,03665,sao paulo,SP,,03665|sao paulo|SP
17145,02303,sao paulo,SP,,02303|sao paulo|SP
17146,09655,sao bernardo do campo,SP,,09655|sao bernardo do campo|SP
17147,12515,guaratingueta,SP,,12515|guaratingueta|SP
17148,86709,arapongas,PR,,86709|arapongas|PR
17149,22730,rio de janeiro,RJ,,22730|rio de janeiro|RJ
17150,68520,sao domingos do araguaia,PA,,68520|sao domingos do araguaia|PA
17151,05541,sao paulo,SP,,05541|sao paulo|SP
17152,83604,campo largo,PR,,83604|campo largo|PR
17153,06503,santana de parnaiba,SP,,06503|santana de parnaiba|SP
17154,15775,santa fe do sul,SP,,15775|santa fe do sul|SP
17155,02534,sao paulo,SP,,02534|sao paulo|SP
17156,38405,uberlandia,MG,,38405|uberlandia|MG
17157,01144,sao paulo,SP,,01144|sao paulo|SP
17158,39995,divisa alegre,MG,,39995|divisa alegre|MG
17159,06900,embu-guacu,SP,,06900|embu-guacu|SP
17160,22421,rio de janeiro,RJ,,22421|rio de janeiro|RJ
17161,22230,rio de janeiro,RJ,,22230|rio de janeiro|RJ
17162,07135,guarulhos,SP,,07135|guarulhos|SP
17163,11730,mongagua,SP,,11730|mongagua|SP
17164,05416,sao paulo,SP,,05416|sao paulo|SP
17165,13800,mogi mirim,SP,,13800|mogi mirim|SP
17166,02441,sao paulo,SP,,02441|sao paulo|SP
17167,18600,botucatu,SP,,18600|botucatu|SP
17168,01019,sao paulo,SP,,01019|sao paulo|SP
17169,35930,joao monlevade,MG,,35930|joao monlevade|MG
17170,60866,fortaleza,CE,,60866|fortaleza|CE
17171,30150,belo horizonte,MG,,30150|belo horizonte|MG
17172,01448,sao paulo,SP,,01448|sao paulo|SP
17173,04555,sao paulo,SP,,04555|sao paulo|SP
17174,22745,rio de janeiro,RJ,,22745|rio de janeiro|RJ
17175,45658,ilheus,BA,,45658|ilheus|BA
17176,04348,sao paulo,SP,,04348|sao paulo|SP
17177,72725,brasilia,DF,,72725|brasilia|DF
17178,68908,macapa,AP,,68908|macapa|AP
17179,57084,maceio,AL,,57084|maceio|AL
17180,80320,curitiba,PR,,80320|curitiba|PR
17181,39920,jordania,MG,,39920|jordania|MG
17182,17380,brotas,SP,,17380|brotas|SP
17183,68746,castanhal,PA,,68746|castanhal|PA
17184,12903,braganca paulista,SP,,12903|braganca paulista|SP
17185,32900,igarape,MG,,32900|igarape|MG
17186,07143,guarulhos,SP,,07143|guarulhos|SP
17187,36680,sao joao nepomuceno,MG,,36680|sao joao nepomuceno|MG
17188,18130,sao roque,SP,,18130|sao roque|SP
17189,13423,piracicaba,SP,,13423|piracicaba|SP
17190,14091,ribeirao preto,SP,,14091|ribeirao preto|SP
17191,35588,arcos,MG,,35588|arcos|MG
17192,24732,sao goncalo,RJ,,24732|sao goncalo|RJ
17193,79550,costa rica,MS,,79550|costa rica|MS
